User ID,ADAGEStartSession,MakeAddComponent,MakeSnapshot,MakeModeChange,MakeVisabilityChange,MakeConnectComponent,MakeSpawnFish,MakeCaptureFish,MakeDisconnectComponent,MakeEndGame,MakeResetBoard,MakeStartGame,MakeSummonBoard
1409,13,379,2136,53,27,1903,168,126,1844,77,77,63,196
